"","X","Y","NE_ID","LONGITUDE","LATITUDE","geometry","lon_diff","lat_diff"
"6551",135.7480521,35.0319381,1159149967,135.749998,35.029992,c(135.74805206532, 35.0319381468556),1,1
"6552",141.0197716,38.289052,1159149971,141.021717,38.287106,c(141.019771629144, 38.28905199778),1,1
"6555",22.3980716,-5.8880964,1159149977,22.400017,-5.890042,c(22.3980715961168, -5.8880964398968),1,1
"6557",23.59805,-6.1480806,1159149981,23.599996,-6.150026,c(23.5980500303664, -6.1480805707572),1,1
"6565",77.3147208,28.4352792,1159149999,77.316667,28.433333,c(77.3147208413872, 28.435279158613),1,1
"6566",74.8130635,34.1019174,1159150001,74.815009,34.099972,c(74.8130634583055, 34.1019173948987),1,1
"6567",80.6280574,16.5219052,1159150003,80.630003,16.519959,c(80.6280573548132, 16.521905187797),1,1
"6568",76.9480753,8.5019296,1159150007,76.950021,8.499984,c(76.9480752584444, 8.50192960182733),1,1
"6569",76.2219697,10.0169534,1159150009,76.223916,10.015008,c(76.2219697083112, 10.0169534055445),1,1
"6571",75.1230704,15.3619243,1159150013,75.125016,15.359978,c(75.1230703756247, 15.3619243121413),1,1
"6573",76.6580671,12.3119296,1159150017,76.660013,12.309984,c(76.6580671204225, 12.3119296018426),1,1
"6578",91.7680492,26.1619628,1159150029,91.769995,26.160017,c(91.768049216837, 26.1619627643332),1,1
"6581",-0.5969589,44.8519589,1159150035,-0.595013,44.850013,c(-0.596958921553323, 44.851958898848),1,1
"6582",5.3730643,43.2919249,1159150037,5.37501,43.289979,c(5.37306427182989, 43.2919249226046),1,1
"6604",43.1430586,36.3469483,1159150087,43.145004,36.345002,c(43.1430585753664, 36.3469483193867),1,1
"6621",48.7180671,31.2819345,1159150125,48.720013,31.279989,c(48.7180671203107, 31.281934484731),1,1
"6622",47.8116108,30.5154696,1159150127,47.813557,30.513524,c(47.811610821479, 30.515469640978),1,1
"6625",46.2993,38.0882374,1159150135,46.301246,38.086292,c(46.2993000304572, 38.0882373818939),1,1
"6626",75.8703116,30.9297079,1159150137,75.872257,30.927762,c(75.8703115865651, 30.9297079222298),1,1
"6627",75.8330529,25.1819451,1159150139,75.834999,25.179999,c(75.8330528788826, 25.1819450641336),1,1
"6628",73.014827,26.2937118,1159150141,73.016773,26.291766,c(73.0148269674131, 26.2937118284611),1,1
"6631",80.9130529,26.8569849,1159150147,80.914999,26.855039,c(80.9130528789029, 26.8569849404424),1,1
"6633",85.3280805,23.3719522,1159150153,85.330026,23.370006,c(85.3280805481915, 23.3719521848948),1,1
"6635",81.6330606,21.2369404,1159150157,81.635006,21.234995,c(81.6330606100256, 21.236940384756),1,1
"6636",79.9531115,23.1770028,1159150159,79.955057,23.175057,c(79.9531114726491, 23.1770028440736),1,1
"6637",75.8630769,22.7170051,1159150161,75.865023,22.715059,c(75.8630768860442, 22.7170050820275),1,1
"6639",78.1781294,11.6719428,1159150165,78.180075,11.669997,c(78.1781293762879, 11.6719428261241),1,1
"6640",78.6880207,10.8119436,1159150169,78.689967,10.809998,c(78.6880207337118, 10.8119436399227),1,1
"6647",-44.2679367,-2.5140388,1159150183,-44.265991,-2.515985,c(-44.2679367049312, -2.51403882269574),1,1
"6651",-43.9169504,-19.9130802,1159150193,-43.915005,-19.915026,c(-43.9169503768048, -19.9130801639112),1,1
"6656",-56.086931,-15.5676606,1159150205,-56.084985,-15.569607,c(-56.086931049054, -15.5676606489198),1,1
"6660",-42.7819551,-5.0930545,1159150213,-42.780009,-5.095,c(-42.7819550561622, -5.09305452908632),1,1
"6661",-35.7319203,-9.6180496,1159150215,-35.729974,-9.619996,c(-35.731920266095, -9.61804964629198),1,1
"6665",-35.2419502,-5.7780773,1159150225,-35.240004,-5.780023,c(-35.2419501733195, -5.77807731554731),1,1
"6697",-65.21857,-26.8140543,1159150297,-65.216624,-26.816,c(-65.2185700464863, -26.8140542850325),1,1
"6700",-60.6682535,-32.9491837,1159150303,-60.666308,-32.95113,c(-60.6682534774578, -32.9491836795884),1,1
"6701",-47.1019756,-22.8980659,1159150305,-47.10003,-22.900012,c(-47.1019756046821, -22.8980659223867),1,1
"6722",89.5580549,22.8419329,1159150353,89.560001,22.839987,c(89.5580549134427, 22.8419328570932),1,1
"6752",88.6030744,24.3769296,1159150421,88.60502,24.374984,c(88.6030744446889, 24.3769296018909),1,1
"6753",96.083083,21.9719343,1159150423,96.085029,21.969988,c(96.0830829896408, 21.9719342812433),1,1
"6771",75.7680439,11.2523819,1159150463,75.76999,11.250436,c(75.7680439270595, 11.2523818723465),1,1
"6772",85.8254145,20.2723739,1159150465,85.82736,20.270428,c(85.8254145325683, 20.2723739378121),1,1
"6773",86.1955728,22.7894813,1159150467,86.197519,22.787535,c(86.1955728170751, 22.7894812783169),1,1
"6774",-56.1729981,-34.8560957,1159150469,-56.171052,-34.858042,c(-56.172998147036, -34.8560957075907),1,1
"6778",-121.8519349,37.3019288,1159150479,-121.849989,37.299983,c(-121.851934914877, 37.3019287881405),1,1
"6779",-121.4719839,38.5769672,1159150481,-121.470038,38.575021,c(-121.471983946451, 38.5769672402942),1,1
"6780",-115.221952,36.2119436,1159150483,-115.220006,36.209998,c(-115.221952004694, 36.2119436400243),1,1
"6782",-122.6819359,45.5219697,1159150487,-122.67999,45.520024,c(-122.681935932133, 45.521969681728),1,1
"6783",-111.9319978,40.7769622,1159150489,-111.930052,40.775016,c(-111.931997781048, 40.7769621540401),1,1
"6787",-97.5206294,35.4719888,1159150499,-97.518684,35.470043,c(-97.5206293727874, 35.4719888060368),1,1
"6789",-98.5092512,29.489279,1159150503,-98.507305,29.487333,c(-98.5092511989633, 29.4892790485259),1,1
"6791",-67.9819673,10.2319274,1159150507,-67.980021,10.229982,c(-67.9819672632943, 10.2319273638785),1,1
"6794",-81.6969441,41.4719327,1159150515,-81.694998,41.469987,c(-81.6969440699896, 41.4719326537173),1,1
"6795",-84.4588685,39.1638306,1159150517,-84.456923,39.161885,c(-84.4588685084773, 39.1638306436168),1,1
"6796",-86.7819308,36.1719202,1159150519,-86.779985,36.169974,c(-86.7819308457263, 36.1719202432141),1,1
"6797",-90.001941,35.1219327,1159150521,-89.999995,35.119987,c(-90.0019410182651, 35.1219326536918),1,1
"6799",-87.9219129,43.0546009,1159150525,-87.919967,43.052655,c(-87.921912942085, 43.0546009073042),1,1
"6800",-78.8819479,42.8819241,1159150529,-78.880002,42.879978,c(-78.8819479355383, 42.8819241088008),1,1
"6801",-80.0019313,40.4319445,1159150531,-79.999985,40.429999,c(-80.0019312526002, 40.4319444538431),1,1
"6803",1.2208113,6.1338829,1159150535,1.222757,6.131937,c(1.22081126074562, 6.13388293026838),1,1
"6819",28.2813817,-15.4146984,1159150571,28.283328,-15.416644,c(28.2813817361143, -15.4146984093359),1,1
"6820",31.0427636,-17.8158438,1159150573,31.044709,-17.81779,c(31.0427635720628, -17.8158438357778),1,1
"6824",-87.2194752,14.1039908,1159150583,-87.217529,14.102045,c(-87.2194751979415, 14.1039907590764),1,1
"6827",-72.3379804,18.5429705,1159150589,-72.336035,18.541025,c(-72.3379804469055, 18.5429704547324),1,1
"6828",-4.2526531,55.8763506,1159150591,-4.250707,55.874405,c(-4.25265309474497, 55.8763505818347),1,1
"6829",32.5813777,0.3186048,1159150593,32.583324,0.316659,c(32.581377667121, 0.318604813383331),1,1
"6834",2.1147102,13.5186518,1159150605,2.116656,13.516706,c(2.11471018653037, 13.5186518105065),1,1
"6841",-57.643451,-25.2944571,1159150621,-57.641505,-25.296403,c(-57.6434510279013, -25.2944571170577),1,1
"6842",-86.2704375,12.1549624,1159150623,-86.268492,12.153017,c(-86.2704375189012, 12.1549624387561),1,1
"6843",-13.2361616,8.4719573,1159150625,-13.234216,8.470011,c(-13.2361615990127, 8.47195727109818),1,1
"6852",73.1646886,33.7019418,1159150645,73.166634,33.699996,c(73.1646886210596, 33.7019418089596),1,1
"6853",71.4530618,30.2019229,1159150647,71.455008,30.199977,c(71.4530618306881, 30.2019228880472),1,1
"6854",68.3730431,25.3819329,1159150649,68.374989,25.379987,c(68.3730431132278, 25.3819328571033),1,1
"6855",71.5330569,34.006962,1159150651,71.535003,34.005016,c(71.5330569478758, 34.0069619505622),1,1
"6856",85.3146964,27.7186378,1159150655,85.316642,27.716692,c(85.3146963522279, 27.7186377724772),1,1
"6859",28.2274832,-25.7049747,1159150661,28.229429,-25.706921,c(28.2274832172338, -25.7049746951844),1,1
"6862",-79.534983,8.969963,1159150667,-79.533037,8.968017,c(-79.5349830104108, 8.96996304909487),1,1
"6863",-5.0023231,34.0565455,1159150669,-5.000377,34.0546,c(-5.00232309800316, 34.0565454873464),1,1
"6865",-8.0019333,31.631939,1159150675,-7.999987,31.629993,c(-8.0019332868174, 31.631938960644),1,1
"6868",25.598083,-33.9680879,1159150681,25.600029,-33.970034,c(25.5980829893589, -33.9680878950873),1,1
"6869",32.5872171,-25.9533316,1159150683,32.589163,-25.955277,c(32.5872171039701, -25.953331628779),1,1
"6874",43.9981485,56.3349531,1159150695,44.000094,56.333007,c(43.9981485005, 56.334953080209),1,1
"6875",44.4980146,48.7119558,1159150697,44.49996,48.71001,c(44.4980146300593, 48.7119558471057),1,1
"6876",56.0380854,54.7919207,1159150699,56.040031,54.789975,c(56.0380854308868, 54.7919206501896),1,1
"6877",60.5980138,56.8519758,1159150701,60.59996,56.85003,c(60.5980138163218, 56.8519757852891),1,1
"6878",50.1493493,53.1969534,1159150703,50.151295,53.195008,c(50.1493492654986, 53.1969534057173),1,1
"6879",49.1243989,55.7518879,1159150705,49.126345,55.749942,c(49.1243989074216, 55.7518878946597),1,1
"6882",82.958096,55.031906,1159150713,82.960042,55.02996,c(82.9580960104216, 55.0319060017533),1,1
"6883",45.3647318,2.0686272,1159150715,45.366678,2.066681,c(45.3647317524587, 2.06862719294753),1,1
"6886",123.8981294,10.3219219,1159150721,123.900075,10.319976,c(123.898129376471, 10.3219218707148),1,1
"6888",125.6280496,7.1119628,1159150727,125.629995,7.110017,c(125.628049623873, 7.11196276425676),1,1
"6891",92.8640547,56.0159286,1159150733,92.866001,56.013983,c(92.8640546693154, 56.0159286254552),1,1
"6899",-117.0819418,32.5019634,1159150751,-117.079996,32.500018,c(-117.081941832176, 32.5019633747099),1,1
"6900",-106.0869282,28.6469274,1159150753,-106.084982,28.644982,c(-106.086928200947, 28.6469273639523),1,1
"6907",-89.6185794,20.9685847,1159150769,-89.616634,20.966639,c(-89.6185794053079, 20.9685846718642),1,1
"6910",56.2480468,58.0019056,1159150775,56.249993,57.99996,c(56.2480467752887, 58.0019055948639),1,1
"6912",106.9146699,47.9186193,1159150781,106.916616,47.916673,c(106.914669903747, 47.9186192585607),1,1
"6917",-0.4019579,39.4869634,1159150791,-0.400012,39.485018,c(-0.401957904299877, 39.4869633747377),1,1
"6920",7.5313821,9.085279,1159150799,7.533328,9.083333,c(7.53138214293233, 9.0852790077542),1,1
"6921",100.3580675,-0.9580614,1159150801,100.360013,-0.960007,c(100.358067527418, -0.958061446387489),1,1
"6923",13.3480814,38.1269689,1159150805,13.350027,38.125023,c(13.3480813617056, 38.1269688678965),1,1
"6924",35.9313541,31.9519711,1159150807,35.9333,31.950025,c(35.9313540668741, 31.9519711058275),1,1
"6927",74.5832584,42.8750253,1159150813,74.585204,42.873079,c(74.5832583639037, 42.8750253050901),1,1
"6929",101.768059,36.6219445,1159150819,101.770005,36.619999,c(101.768058982502, 36.621944453828),1,1
"6930",110.2780822,25.281939,1159150821,110.280028,25.279993,c(110.278082175895, 25.2819389606186),1,1
"6931",116.978035,32.6319296,1159150823,116.979981,32.629984,c(116.978034975401, 32.631929601924),1,1
"6932",116.6680797,23.3719522,1159150825,116.670026,23.370006,c(116.668079734515, 23.3719521848948),1,1
"6934",39.6879723,-4.0380802,1159150829,39.689918,-4.040026,c(39.6879723123319, -4.03808016384778),1,1
"6936",47.514678,-18.9146915,1159150835,47.516624,-18.916637,c(47.5146780415299, -18.9146914920321),1,1
"6937",110.4180736,-6.9646716,1159150837,110.420019,-6.966617,c(110.418073630974, -6.96467155383328),1,1
"6938",104.7480838,-2.9780932,1159150839,104.75003,-2.980039,c(104.748083803478, -2.97809318467682),1,1
"6940",119.4300817,-5.138013,1159150843,119.432028,-5.139959,c(119.430081687651, -5.13801302518021),1,1
"6941",4.8280846,45.7719544,1159150845,4.83003,45.770009,c(4.82808461687983, 45.7719544229401),1,1
"6942",-78.501997,-0.2130423,1159150847,-78.500051,-0.214988,c(-78.5019969671124, -0.213042322035562),1,1
"6943",-84.0859972,9.9369583,1159150849,-84.084051,9.935012,c(-84.0859972112754, 9.93695828835661),1,1
"6944",-89.2049871,13.7119475,1159150853,-89.203041,13.710002,c(-89.2049870794599, 13.711947505494),1,1
"6946",-75.5163394,10.4016844,1159150857,-75.514394,10.399739,c(-75.5163394150172, 10.4016844439575),1,1
"6949",15.0472025,12.1150424,1159150863,15.049148,12.113097,c(15.0472024554623, 12.1150423948106),1,1
"6960",106.2710916,38.4699195,1159150889,106.273037,38.467974,c(106.271091615984, 38.4699195108014),1,1
"6961",113.8480968,27.6219512,1159150891,113.850043,27.620005,c(113.848096824347, 27.6219511676593),1,1
"6963",123.9880464,47.3469229,1159150895,123.989992,47.344977,c(123.988046368659, 47.3469228881157),1,1
"6967",27.4780716,-11.6780789,1159150903,27.480017,-11.680025,c(27.4780715961371, -11.6780789431752),1,1
"6969",-90.5289114,14.6230805,1159150909,-90.526966,14.621135,c(-90.5289114365615, 14.6230805214482),1,1
"6972",83.3030362,17.7319605,1159150915,83.304982,17.730015,c(83.3030361959698, 17.7319605263434),1,1
"6979",-71.6229595,-33.0458186,1159150931,-71.621014,-33.047764,c(-71.6229594914989, -33.0458186079742),1,1
"6985",-8.001985,12.6519605,1159150945,-8.000039,12.650015,c(-8.0019849632497, 12.6519605263233),1,1
"6989",20.0647773,32.1186793,1159150953,20.066723,32.116733,c(20.0647773252741, 32.1186792764011),1,1
"6990",22.8830549,40.6980522,1159150955,22.885001,40.696106,c(22.883054913176, 40.6980522419303),1,1
"6991",35.5077624,33.873921,1159150957,35.509708,33.871975,c(35.5077623513777, 33.8739209756269),1,1
"6992",44.7888496,41.7269558,1159150961,44.790795,41.72501,c(44.788849590998, 41.7269558470776),1,1
"6996",76.9130903,43.3269357,1159150969,76.915036,43.32499,c(76.9130903137827, 43.3269357054824),1,1
"6997",51.6980919,32.7019512,1159150971,51.700038,32.700005,c(51.6980919412862, 32.7019511676795),1,1
"6998",52.5680647,29.631906,1159150973,52.570011,29.62996,c(52.5680646789199, 29.6319060016516),1,1
"6999",74.8680472,31.6419384,1159150975,74.869993,31.639992,c(74.8680471822641, 31.6419383502926),1,1
"7000",82.9980936,25.3319359,1159150979,83.000039,25.32999,c(82.9980935690155, 25.3319359088608),1,1
"7001",86.9813874,23.6852792,1159150981,86.983333,23.683333,c(86.9813874413871, 23.685279158613),1,1
"7002",81.4313874,21.2186126,1159150983,81.433333,21.216667,c(81.4313874413872, 21.218612558613),1,1
"7003",77.4080472,23.2519337,1159150985,77.409993,23.249988,c(77.4080471822743, 23.2519336708967),1,1
"7004",78.1180814,9.9219721,1159150987,78.120027,9.920026,c(78.1180813619646, 9.92197212299209),1,1
"7005",76.9480753,11.0019062,1159150989,76.950021,10.99996,c(76.9480752584444, 11.0019062050276),1,1
"7007",15.2827436,-4.2572399,1159150993,15.284689,-4.259186,c(15.2827436338487, -4.25723991319751),1,1
"7008",-13.6821809,9.5334687,1159150997,-13.680235,9.531523,c(-13.6821808861239, 9.53346870502179),1,1
"7011",-69.955261,-4.2012067,1159151003,-69.939979,-4.220015,c(-69.9552610312869, -4.20120673969577),2,2
"7012",-60.0019634,-3.0980859,1159151005,-60.000018,-3.100032,c(-60.0019633977025, -3.09808586045858),1,1
"7018",-54.6185711,-20.4480863,1159151019,-54.616625,-20.450032,c(-54.6185710636965, -20.448086267429),1,1
"7019",-48.5219664,-27.5780387,1159151021,-48.520021,-27.579985,c(-48.5219664494143, -27.5780386600355),1,1
"7025",-114.0819441,51.0849376,1159151035,-114.079998,51.082992,c(-114.081944070119, 51.0849376179484),1,1
"7036",-75.7019612,45.4186427,1159151059,-75.700015,45.416697,c(-75.7019611598095, 45.4186426553604),1,1
"7045",20.4660448,44.8205913,1159151079,20.467991,44.818645,c(20.4660448220205, 44.8205913044467),1,1
"7051",-68.818557,-32.8813842,1159151093,-68.816611,-32.88333,c(-68.8185570256674, -32.8813842004214),1,1
"7056",-64.1842404,-31.3980122,1159151105,-64.182295,-31.399958,c(-64.1842404159484, -31.3980122114831),1,1
"7061",11.5147049,3.8686465,1159151115,11.516651,3.866701,c(11.5147048968544, 3.86864652075411),1,1
"7063",44.5116055,40.1830966,1159151119,44.513551,40.181151,c(44.5116055317521, 40.1830965941419),1,1
"7064",49.8602713,40.3972179,1159151123,49.862217,40.395272,c(49.8602713032578, 40.397217891343),1,1
"7066",104.9146886,11.551976,1159151127,104.916634,11.55003,c(104.914688621186, 11.5519759885584),1,1
"7068",15.7580635,-12.7480395,1159151131,15.760009,-12.749985,c(15.7580634580694, -12.7480394737783),1,1
"7069",-68.151931,-16.4960278,1159151133,-68.149985,-16.497974,c(-68.1519310491022, -16.4960277550434),1,1
"7070",-63.2279422,-17.7519718,1159151135,-63.225996,-17.753918,c(-63.227942198171, -17.751971765465),1,1
"7071",-0.6219186,35.7119483,1159151137,-0.619973,35.710002,c(-0.621918638350394, 35.7119483193841),1,1
"7072",2.5180447,6.4019544,1159151141,2.519991,6.400009,c(2.5180447405686, 6.40195442278247),1,1
"7075",23.3147082,42.6852953,1159151147,23.316654,42.683349,c(23.3147081521101, 42.6852952839305),1,1
"7076",27.5646813,53.9019233,1159151149,27.566627,53.899977,c(27.5646812966583, 53.9019232950431),1,1
"7083",138.598059,-34.9330419,1159151165,138.600005,-34.934988,c(138.598058982649, -34.9330419152735),1,1
"7085",153.0331469,-27.453085,1159151169,153.035093,-27.455031,c(153.033146873332, -27.4530850467538),1,1
"7087",-1.5266696,12.3722618,1159151173,-1.524724,12.370316,c(-1.52666961491644, 12.3722618365434),1,1
"7089",96.1166727,19.7685029,1159151179,96.118619,19.766557,c(96.1166726706304, 19.7685028847501),1,1
"7105",114.1201772,22.5543164,1159151215,114.122123,22.552371,c(114.120177229833, 22.554316369678),1,1
"7106",118.0480472,36.8019335,1159151217,118.049993,36.799988,c(118.048047182437, 36.8019334675005),1,1
"7107",-93.2537322,44.9819251,1159151219,-93.251786,44.979979,c(-93.2537321966635, 44.9819251260619),1,1
"7108",-157.8599437,21.3088223,1159151221,-157.857998,21.306876,c(-157.859943744774, 21.308822302074),1,1
"7109",-122.3419308,47.5719479,1159151223,-122.339985,47.570002,c(-122.341930845868, 47.5719479125307),1,1
"7110",-112.0719376,33.5419257,1159151225,-112.069992,33.53998,c(-112.071937559695, 33.5419257363676),1,1
"7111",-117.1819357,32.8219697,1159151227,-117.17999,32.820024,c(-117.18193572866, 32.8219696816773),1,1
"7112",-90.2419264,38.6369636,1159151231,-90.239981,38.635018,c(-90.2419263698286, 38.6369635781851),1,1
"7113",-90.0419127,29.9969483,1159151233,-90.039967,29.995002,c(-90.0419127386428, 29.9969483193615),1,1
"7114",-96.8419628,32.8219697,1159151235,-96.840017,32.820024,c(-96.8419627874982, 32.8219696816773),1,1
"7115",-71.6619235,10.7319227,1159151237,-71.659978,10.729977,c(-71.661923521447, 10.7319226845186),1,1
"7116",-71.0719595,42.331906,1159151239,-71.070014,42.32996,c(-71.0719595321868, 42.3319060017023),1,1
"7117",-82.4605667,27.9489338,1159151241,-82.458621,27.946988,c(-82.4605667099668, 27.9489337929859),1,1
"7118",-75.1719418,40.001919,1159151243,-75.169996,39.999973,c(-75.1719418320079, 40.0019190225265),1,1
"7119",-83.0820016,42.331906,1159151245,-83.080056,42.32996,c(-83.0820016464927, 42.3319060017023),1,1
"7121",105.8480683,21.0352731,1159151251,105.850014,21.033327,c(105.848068341242, 21.0352731077371),1,1
"7122",106.6930814,10.7819713,1159151253,106.695027,10.780025,c(106.693081362079, 10.7819713091934),1,1
"7123",32.8624458,39.9291844,1159151255,32.864392,39.927239,c(32.8624457823566, 39.9291844440755),1,1
"7124",19.0813748,47.5019522,1159151257,19.083321,47.500006,c(19.0813748187597, 47.5019521849914),1,1
"7125",44.2046475,15.3566792,1159151259,44.206593,15.354733,c(44.2046475239384, 15.3566791542636),1,1
"7126",2.1814245,41.3852454,1159151261,2.18337,41.3833,c(2.18142446061916, 41.3852454385475),1,1
"7127",26.0980008,44.4353177,1159151263,26.099947,44.433372,c(26.0980007953504, 44.4353176634946),1,1
"7128",37.1680744,36.2319166,1159151267,37.17002,36.229971,c(37.1680744444832, 36.2319165811052),1,1
"7129",36.29805,33.5019799,1159151269,36.299996,33.500034,c(36.2980500304171, 33.5019798542061),1,1
"7130",8.5480643,47.3819337,1159151271,8.55001,47.379988,c(8.54806427184258, 47.3819336709935),1,1
"7131",-9.1468122,38.7246687,1159151273,-9.144866,38.722723,c(-9.14681216410213, 38.7246687364878),1,1
"7132",32.5322334,15.5900241,1159151275,32.534179,15.588078,c(32.5322333800116, 15.5900240842777),1,1
"7133",39.2172517,21.5188353,1159151277,39.219198,21.516889,c(39.2172516905851, 21.518835322908),1,1
"7134",39.8180936,21.4319672,1159151279,39.820039,21.430021,c(39.8180935688428, 21.4319672402254),1,1
"7135",10.7480333,59.9186361,1159151281,10.749979,59.91669,c(10.7480333473723, 59.9186361450019),1,1
"7136",74.3480789,31.5619174,1159151285,74.350025,31.559972,c(74.3480789205435, 31.5619173948884),1,1
"7137",66.9880631,24.8719381,1159151287,66.990009,24.869992,c(66.9880630513734, 24.8719381468148),1,1
"7138",30.9780647,-29.8630671,1159151289,30.980011,-29.865013,c(30.9780646788334, -29.8630671431176),1,1
"7139",30.3140742,59.9409604,1159151291,30.31602,59.939015,c(30.3140742003151, 59.9409603637519),1,1
"7140",-103.3319801,20.671962,1159151293,-103.330034,20.670016,c(-103.331980080818, 20.6719619505089),1,1
"7141",-98.2019831,19.0519058,1159151295,-98.200037,19.04996,c(-98.2019831325558, 19.0519057981587),1,1
"7142",8.5180919,12.0019227,1159151297,8.520038,11.999977,c(8.51809194111325, 12.0019226845236),1,1
"7143",20.9980537,52.2519465,1159151299,21,52.250001,c(20.9980536924653, 52.2519464883956),1,1
"7144",125.7527449,39.0213846,1159151303,125.754691,39.019439,c(125.752744854994, 39.0213845580043),1,1
"7145",39.266396,-6.7980667,1159151305,39.268342,-6.800013,c(39.2663959776946, -6.79806673612438),1,1
"7146",98.6480944,3.5819198,1159151307,98.65004,3.579974,c(98.6480943828801, 3.58191983618275),1,1
"7147",-6.2508515,53.335007,1159151309,-6.248906,53.333061,c(-6.25085154039107, 53.3350069945849),1,1
"7148",-10.7996604,6.3145816,1159151311,-10.804752,6.310557,c(-10.7996604367759, 6.31458164716014),1,1
"7149",14.2430655,40.8419711,1159151313,14.245011,40.840025,c(14.2430654925685, 40.8419711058632),1,1
"7150",9.2030631,45.4719211,1159151315,9.205009,45.469975,c(9.20306305114212, 45.4719210570535),1,1
"7151",101.6980374,3.1686117,1159151317,101.699983,3.166666,c(101.698037416746, 3.16861173071237),1,1
"7152",103.7900544,36.0579737,1159151321,103.792,36.056028,c(103.790054425218, 36.0579737100106),1,1
"7153",108.3180985,22.8219341,1159151323,108.320044,22.819988,c(108.318098451929, 22.8219340777961),1,1
"7154",106.7180928,26.5819888,1159151325,106.720039,26.580043,c(106.718092755308, 26.5819888060014),1,1
"7155",106.5930358,29.5669229,1159151327,106.594982,29.564977,c(106.593035789162, 29.5669228880446),1,1
"7156",119.2981001,26.0819418,1159151329,119.300046,26.079996,c(119.298100079577, 26.081941808929),1,1
"7157",113.3230643,23.1469272,1159151331,113.32501,23.144981,c(113.323064272262, 23.1469271604799),1,1
"7158",113.7427763,23.0508348,1159151333,113.744722,23.048889,c(113.742776341387, 23.050834758613),1,1
"7159",107.5680667,-6.9480834,1159151335,107.570013,-6.950029,c(107.568066713645, -6.94808341906776),1,1
"7160",112.7488874,-7.24729,1159151339,112.750833,-7.249236,c(112.748887433067, -7.24728996203748),1,1
"7161",-79.9219878,-2.2180879,1159151341,-79.920042,-2.220034,c(-79.9219878118445, -2.21808789496015),1,1
"7162",-75.5769559,6.2769491,1159151343,-75.57501,6.275003,c(-75.5769558700956, 6.27694913306851),1,1
"7163",-76.5019123,3.401905,1159151345,-76.499966,3.399959,c(-76.5019123316876, 3.40190498429405),1,1
"7164",-82.366128,23.1339047,1159151347,-82.364182,23.131959,c(-82.3661280299533, 23.1339046995422),1,1
"7165",29.94805,31.2019652,1159151349,29.949996,31.200019,c(29.9480500303918, 31.2019652057594),1,1
"7167",9.9980533,53.5519705,1159151353,9.999999,53.550025,c(9.99805328552031, 53.5519704955624),1,1
"7168",11.5730476,48.1318879,1159151357,11.574993,48.129942,c(11.5730475889121, 48.1318878946292),1,1
"7169",14.4640339,50.0852829,1159151359,14.46598,50.083337,c(14.4640339170485, 50.0852828734783),1,1
"7170",47.9763553,29.3716635,1159151361,47.978301,29.369718,c(47.9763552876253, 29.3716634886296),1,1
"7171",108.8930504,34.2769713,1159151363,108.894996,34.275025,c(108.893050437609, 34.2769713092873),1,1
"7172",112.5431119,37.8769583,1159151365,112.545058,37.875012,c(112.543111879681, 37.8769582884684),1,1
"7173",114.2680712,30.5819772,1159151367,114.270017,30.580031,c(114.268071189583, 30.5819772093378),1,1
"7174",112.9680472,28.2019158,1159151369,112.969993,28.19997,c(112.968047182417, 28.2019157672708),1,1
"7175",102.6780293,25.0719259,1159151371,102.679975,25.06998,c(102.67802927873, 25.0719259397845),1,1
"7176",113.6631469,34.756942,1159151375,113.665093,34.754996,c(113.663146873175, 34.7569420124143),1,1
"7177",123.4480277,41.8069251,1159151377,123.449974,41.804979,c(123.448027651209, 41.8069251260492),1,1
"7178",116.9930728,36.6769282,1159151379,116.995019,36.674982,c(116.993072817198, 36.6769281777864),1,1
"7179",117.1980732,39.1319721,1159151381,117.200019,39.130026,c(117.1980732241, 39.1319721231089),1,1
"7180",115.8780504,28.6819381,1159151383,115.879996,28.679992,c(115.878050437637, 28.6819381468301),1,1
"7181",118.7780285,32.051965,1159151385,118.779974,32.050019,c(118.778028464992, 32.0519650023123),1,1
"7182",120.1680728,30.2519198,1159151387,120.170019,30.249974,c(120.168072817211, 30.2519198362895),1,1
"7183",132.4409671,34.389781,1159151389,132.442913,34.387835,c(132.44096710437, 34.3897809609806),1,1
"7184",125.3380415,43.8669544,1159151393,125.339987,43.865009,c(125.338041485851, 43.8669544229325),1,1
"7185",109.820074,40.6541531,1159151395,109.82202,40.652207,c(109.820073956493, 40.6541531126984),1,1
"7186",126.648039,45.7519298,1159151397,126.649985,45.749984,c(126.648039044451, 45.7519298054272),1,1
"7187",141.3380985,43.0769251,1159151399,141.340044,43.074979,c(141.338098452062, 43.0769251260542),1,1
"7188",-69.9020309,18.4720187,1159151401,-69.900085,18.470073,c(-69.902030943315, 18.4720187131954),1,1
"7189",-0.2186616,5.5519805,1159151403,-0.216716,5.550035,c(-0.218661598960693, 5.55198046444593),1,1
"7190",77.2280582,28.6719388,1159151405,77.230004,28.669993,c(77.2280581686018, 28.6719387571815),1,1
"7191",78.4780077,17.401929,1159151407,78.479954,17.399983,c(78.4780077128775, 17.4019289915115),1,1
"7192",73.8480578,18.5319634,1159151411,73.850004,18.530018,c(73.8480577616872, 18.531963374654),1,1
"7193",79.088048,21.1719056,1159151413,79.089994,21.16996,c(79.0880479960831, 21.1719055947166),1,1
"7195",34.7680659,32.0819373,1159151417,34.770012,32.079991,c(34.7680658995517, 32.0819373330417),1,1
"7196",24.9321805,60.1775092,1159151419,24.934126,60.175563,c(24.9321804828456, 60.1775092325681),1,1
