"","X","Y","NE_ID","LONGITUDE","LATITUDE","geometry","lon_diff","lat_diff"
"7197",59.5680508,36.2719658,1159151421,59.569997,36.27002,c(59.5680508443123, 36.2719658161312),1,1
"7198",75.8080415,26.9230791,1159151423,75.809987,26.921133,c(75.8080414856534, 26.9230790973438),1,1
"7199",80.3180504,26.4619445,1159151425,80.319996,26.459999,c(80.3180504374944, 26.4619444537872),1,1
"7200",85.1280928,25.626905,1159151429,85.130039,25.624959,c(85.1280927552218, 25.6269049843829),1,1
"7201",80.2780529,13.0919337,1159151431,80.279999,13.089988,c(80.2780528789003, 13.0919336708563),1,1
"7202",72.5780578,23.0319988,1159151433,72.580004,23.030053,c(72.5780577616821, 23.0319987750627),1,1
"7203",72.8380936,21.2019296,1159151435,72.840039,21.199984,c(72.8380935689748, 21.2019296018782),1,1
"7204",12.5615399,55.68051,1159151437,12.563486,55.678564,c(12.5615398887033, 55.6805100490259),1,1
"7205",-4.0419941,5.3219428,1159151439,-4.040048,5.319997,c(-4.04199411850709, 5.32194282609856),1,1
"7206",-48.4819689,-1.4480574,1159151441,-48.480023,-1.450003,c(-48.4819688908204, -1.44805737737897),1,1
"7207",-47.9179981,-15.7813944,1159151443,-47.916052,-15.78334,c(-47.9179981470031, -15.781394372879),1,1
"7208",-51.2019579,-30.0480688,1159151447,-51.200012,-30.050015,c(-51.2019579045032, -30.0480687707225),1,1
"7209",-49.3219435,-25.4180671,1159151449,-49.319998,-25.420013,c(-49.3219434595086, -25.4180671430998),1,1
"7210",-38.5819272,-3.748072,1159151451,-38.579981,-3.750018,c(-38.5819271834241, -3.74807202582576),1,1
"7211",-38.4819333,-12.968026,1159151453,-38.479987,-12.969972,c(-38.4819332869392, -12.9680260460448),1,1
"7212",-113.5019278,53.5519705,1159151455,-113.499982,53.550025,c(-113.501927794075, 53.5519704955624),1,1
"7213",-73.5852428,45.5019451,1159151457,-73.583297,45.499999,c(-73.5852428167021, 45.501945064215),1,1
"7214",-49.3019705,-16.7180814,1159151459,-49.300025,-16.720027,c(-49.3019705184279, -16.7180813846015),1,1
"7215",-34.9175514,-8.0736995,1159151461,-34.915606,-8.075645,c(-34.9175513696073, -8.07369946724924),1,1
"7216",4.3313707,50.8352629,1159151465,4.333317,50.833317,c(4.33137074969045, 50.8352629353303),1,1
"7217",90.4066336,23.7250056,1159151467,90.408579,23.72306,c(90.4066336081075, 23.7250055703128),1,1
"7218",13.2324812,-8.8363403,1159151469,13.234427,-8.838286,c(13.2324811826686, -8.83634025501266),1,1
"7219",3.0486067,36.7650107,1159151471,3.050553,36.763065,c(3.04860667090924, 36.7650106566281),1,1
"7220",91.7980215,22.3319381,1159151473,91.799967,22.329992,c(91.7980215475663, 22.3319381468046),1,1
"7221",115.8380529,-31.9530688,1159151475,115.839999,-31.955015,c(115.838052879043, -31.9530687707302),1,1
"7222",96.1647318,16.7853,1159151477,96.166678,16.783354,c(96.1647317526619, 16.7852999631888),1,1
"7223",-122.4171688,37.7691956,1159151479,-122.459978,37.740008,c(-122.417168773552, 37.7691956296874),2,2
"7224",-104.9859618,39.7411339,1159151483,-104.984016,39.739188,c(-104.985961810968, 39.7411339069655),1,1
"7225",-95.3419251,29.8219202,1159151485,-95.339979,29.819974,c(-95.341925149146, 29.8219202431889),1,1
"7226",-80.2260519,25.7895566,1159151487,-80.224106,25.787611,c(-80.22605193945, 25.7895565550215),1,1
"7227",-84.4018952,33.8319597,1159151489,-84.399949,33.830014,c(-84.4018952418756, 33.8319597126059),1,1
"7228",-87.7520008,41.8319365,1159151491,-87.750055,41.829991,c(-87.7520008327093, 41.8319365192784),1,1
"7229",-66.9189831,10.5029444,1159151493,-66.917037,10.500999,c(-66.9189830510504, 10.5029444130333),1,1
"7230",30.5146821,50.4353132,1159151495,30.516628,50.433367,c(30.5146821104722, 50.4353131876072),1,1
"7231",55.2780285,25.231942,1159151497,55.279974,25.229996,c(55.2780284647379, 25.2319420123761),1,1
"7232",69.292987,41.3136477,1159151501,69.294933,41.311702,c(69.2929869608878, 41.3136477416072),1,1
"7233",-3.6852975,40.4019721,1159151503,-3.683352,40.400026,c(-3.68529754461252, 40.4019721231138),1,1
"7235",18.0953889,59.3527058,1159151507,18.097335,59.35076,c(18.0953888741809, 59.3527058128658),1,1
"7236",100.5146988,13.7519451,1159151509,100.516645,13.749999,c(100.514698793695, 13.751945064088),1,1
"7237",-77.052008,-12.0460668,1159151511,-77.050062,-12.048013,c(-77.0520079534347, -12.0460668175256),1,1
"7238",-17.475076,14.7177776,1159151513,-17.47313,14.715832,c(-17.4750759870506, 14.7177775836233),1,1
"7239",28.0280639,-26.1680989,1159151515,28.03001,-26.170045,c(28.0280638650195, -26.1680988813841),1,1
"7240",4.9146943,52.3519145,1159151519,4.91664,52.349969,c(4.91469431740097, 52.3519145466644),1,1
"7241",-7.6183133,33.6019221,1159151521,-7.616367,33.599976,c(-7.61831329169871, 33.6019220742585),1,1
"7242",126.9977851,37.568295,1159151523,126.999731,37.566349,c(126.997785138202, 37.5682949583889),1,1
"7243",120.9802713,14.6061048,1159151525,120.982217,14.604159,c(120.980271303542, 14.6061048134405),1,1
"7244",-100.3319306,25.671941,1159151527,-100.329985,25.669995,c(-100.33193064233, 25.6719409951253),1,1
"7245",13.3996028,52.5237645,1159151529,13.401549,52.521819,c(13.3996027647005, 52.5237645222512),1,1
"7246",87.5730598,43.8069581,1159151531,87.575006,43.805012,c(87.5730597962473, 43.8069580850418),1,1
"7247",104.0680736,30.6719459,1159151533,104.070019,30.67,c(104.068073630949, 30.6719458779578),1,1
"7248",135.458199,34.7519811,1159151537,135.460145,34.750035,c(135.458198956595, 34.7519810749142),1,1
"7249",15.313026,-4.3277782,1159151539,15.314972,-4.329724,c(15.3130260231717, -4.32777824327599),1,1
"7251",77.5580639,12.971941,1159151543,77.56001,12.969995,c(77.5580638652175, 12.9719409950744),1,1
"7252",23.7313752,37.9852721,1159151545,23.733321,37.983326,c(23.7313752256794, 37.9852720905523),1,1
"7253",44.3919229,33.3405944,1159151547,44.393869,33.338648,c(44.3919229145641, 33.3405943561586),1,1
"7254",38.6980586,9.0352562,1159151549,38.700004,9.03331,c(38.6980585753487, 9.03525622129575),1,1
"7255",51.4223982,35.6738886,1159151551,51.424344,35.671943,c(51.422398175009, 35.6738886270013),1,1
"7256",-123.1235901,49.2753624,1159151555,-123.121644,49.273417,c(-123.123590076394, 49.2753624427118),1,1
"7257",-79.4219667,43.7019257,1159151557,-79.420021,43.69998,c(-79.4219666529884, 43.7019257364084),1,1
"7258",-58.3994772,-34.6005557,1159151559,-58.397531,-34.602502,c(-58.3994772323314, -34.6005557499074),1,1
"7259",69.1813142,34.5186361,1159151561,69.18326,34.51669,c(69.1813141907051, 34.5186361449003),1,1
"7260",16.3646931,48.2019611,1159151563,16.366639,48.200015,c(16.3646930967437, 48.2019611368169),1,1
"7261",144.9730704,-37.8180855,1159151565,144.975016,-37.820031,c(144.973070375904, -37.8180854536963),1,1
"7263",-118.1819264,33.9919241,1159151569,-118.179981,33.989978,c(-118.18192636994, 33.9919241087654),1,1
"7264",-77.0113644,38.9014952,1159151573,-77.009419,38.899549,c(-77.0113644394372, 38.9014952350871),1,1
"7265",-73.9819628,40.7519249,1159151575,-73.980017,40.749979,c(-73.9819627874068, 40.7519249225946),1,1
"7266",-0.1186677,51.5019406,1159151577,-0.116722,51.499995,c(-0.118667702475932, 51.5019405883275),1,1
"7267",29.0080557,41.106942,1159151579,29.010002,41.104996,c(29.0080557270026, 41.1069420124398),1,1
"7268",46.7707958,24.642779,1159151581,46.772742,24.640833,c(46.7707957986883, 24.6427790078164),1,1
"7269",18.4330423,-33.9180651,1159151583,18.434988,-33.920011,c(18.433042299226, -33.9180651086288),1,1
"7270",37.613577,55.75411,1159151585,37.615523,55.752164,c(37.6135769672714, 55.7541099812482),1,1
"7271",-99.1329341,19.4443883,1159151587,-99.130988,19.442442,c(-99.1329340602939, 19.4443883014155),1,1
"7272",3.3895852,6.4452075,1159151591,3.391531,6.443262,c(3.38958521259843, 6.44520751209319),1,1
"7273",12.4813126,41.8979015,1159151593,12.483258,41.895956,c(12.481312562874, 41.8979014850989),1,1
"7274",116.3863398,39.9308381,1159151595,116.388286,39.928892,c(116.386339825659, 39.9308380899091),1,1
"7275",36.814711,-1.2814009,1159151597,36.816657,-1.283347,c(36.8147110004714, -1.28140088323778),1,1
"7276",106.8274918,-6.1724718,1159151599,106.829438,-6.174418,c(106.82749176247, -6.17247184679889),1,1
"7277",-74.0852898,4.5983694,1159151601,-74.083344,4.596424,c(-74.0852898137744, 4.59836942114782),1,1
"7278",31.2480224,30.0519062,1159151603,31.249968,30.04996,c(31.2480223611261, 30.0519062051037),1,1
"7279",121.4345588,31.2183983,1159151605,121.436505,31.216452,c(121.43455881982, 31.2183983112283),1,1
"7280",139.7494616,35.6869628,1159151609,139.751407,35.685017,c(139.749461570545, 35.6869627643712),1,1
"7281",72.8550434,19.0189362,1159151611,72.856989,19.01699,c(72.8550434387665, 19.0189362343566),1,1
"7282",2.3313895,48.8686388,1159151613,2.333335,48.866693,c(2.33138946713035, 48.8686387898146),1,1
"7283",-70.6689867,-33.448068,1159151615,-70.667041,-33.450014,c(-70.6689867131748, -33.4480679569341),1,1
"7284",88.3227298,22.4969152,1159151617,88.324676,22.494969,c(88.3227297995055, 22.4969151568964),1,1
"7285",-43.2269667,-22.9230773,1159151619,-43.225021,-22.925023,c(-43.2269666528437, -22.923077315616),1,1
"7286",-46.6269658,-23.5567337,1159151621,-46.62502,-23.55868,c(-46.6269658390552, -23.556733728379),1,1
"7287",151.183234,-33.9180651,1159151623,151.18518,-33.920011,c(151.183233950147, -33.9180651086288),1,1
"7288",103.8538748,1.2949793,1159151627,103.855821,1.293033,c(103.853874819099, 1.29497932510594),1,1
"7289",114.1830635,22.3069268,1159151629,114.185009,22.304981,c(114.183063458463, 22.3069267535755),1,1
