"","SCALERANK","NATSCALE","LABELRANK","FEATURECLA","NAME","NAMEPAR","NAMEALT","NAMEASCII","ADM0CAP","CAPIN","WORLDCITY","MEGACITY","SOV0NAME","SOV_A3","ADM0NAME","ADM0_A3","ADM1NAME","ISO_A2","NOTE","LATITUDE","LONGITUDE","POP_MAX","POP_MIN","POP_OTHER","RANK_MAX","RANK_MIN","MEGANAME","LS_NAME","MAX_POP10","MAX_POP20","MAX_POP50","MAX_POP300","MAX_POP310","MAX_NATSCA","MIN_AREAKM","MAX_AREAKM","MIN_AREAMI","MAX_AREAMI","MIN_PERKM","MAX_PERKM","MIN_PERMI","MAX_PERMI","MIN_BBXMIN","MAX_BBXMIN","MIN_BBXMAX","MAX_BBXMAX","MIN_BBYMIN","MAX_BBYMIN","MIN_BBYMAX","MAX_BBYMAX","MEAN_BBXC","MEAN_BBYC","TIMEZONE","UN_FID","POP1950","POP1955","POP1960","POP1965","POP1970","POP1975","POP1980","POP1985","POP1990","POP1995","POP2000","POP2005","POP2010","POP2015","POP2020","POP2025","POP2050","MIN_ZOOM","WIKIDATAID","WOF_ID","CAPALT","NAME_EN","NAME_DE","NAME_ES","NAME_FR","NAME_PT","NAME_RU","NAME_ZH","LABEL","NAME_AR","NAME_BN","NAME_EL","NAME_HI","NAME_HU","NAME_ID","NAME_IT","NAME_JA","NAME_KO","NAME_NL","NAME_PL","NAME_SV","NAME_TR","NAME_VI","NE_ID"
"1",10,1,8,"Admin-1 capital","Colonia del Sacramento",,,"Colonia del Sacramento",0,,0,0,"Uruguay","URY","Uruguay","URY","Colonia","UY",,-34.479999,-57.8400025,21714,21714,0,7,7,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"America/Montevideo",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,"Q56064",421199749,0,"Colonia del Sacramento","Colonia del Sacramento","Colonia del Sacramento","Colonia del Sacramento","Colônia do Sacramento","Колония-дель-Сакраменто","科洛尼亞德爾薩克拉門托",,,,,,,,,,,,,,,,1159112629
"2",10,1,8,"Admin-1 capital","Trinidad",,,"Trinidad",0,,0,0,"Uruguay","URY","Uruguay","URY","Flores","UY",,-33.5439989,-56.9009966,21093,21093,0,7,7,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"America/Montevideo",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,"Q862508",890444639,0,"Trinidad","Trinidad","Trinidad","Trinidad","Trinidad","Тринидад","特立尼達",,,,,,,,,,,,,,,,1159112647
"3",10,1,8,"Admin-1 capital","Fray Bentos",,,"Fray Bentos",0,,0,0,"Uruguay","URY","Uruguay","URY","Río Negro","UY",,-33.138999,-58.3039975,23279,23279,0,7,7,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"America/Montevideo",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,"Q849835",890451703,0,"Fray Bentos","Fray Bentos","Fray Bentos","Fray Bentos","Fray Bentos","Фрай-Бентос","弗賴本托斯",,,,,,,,,,,,,,,,1159112663
"4",10,1,8,"Admin-1 capital","Canelones",,,"Canelones",0,,0,0,"Uruguay","URY","Uruguay","URY","Canelones","UY",,-34.538004,-56.2840015,19698,19698,0,6,6,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"America/Montevideo",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,"Q841342",890444649,0,"Canelones","Canelones","Canelones","Canelones","Canelones","Канелонес","卡內洛內斯",,,,,,,,,,,,,,,,1159112679
"5",10,1,8,"Admin-1 capital","Florida",,,"Florida",0,,0,0,"Uruguay","URY","Uruguay","URY","Florida","UY",,-34.099002,-56.2149984,32234,32234,0,7,7,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"America/Montevideo",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,"Q842472",890431207,0,"Florida","Florida","Florida","Florida","Florida","Флорида","佛羅里達",,,,,,,,,,,,,,,,1159112703
"6",10,1,8,"Admin-1 capital","Bassar",,,"Bassar",0,,0,0,"Togo","TGO","Togo","TGO","Kara","TG",,9.2610001,0.7890036,61845,61845,0,8,8,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Africa/Lome",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,"Q810474",421176889,0,"Bassar","Bassar (Togo)",,"Bassar","Bassar","Басар","巴萨",,,,,,,,,,,,,,,,1159112719
"7",10,1,8,"Admin-1 capital","Sotouboua",,,"Sotouboua",0,,0,0,"Togo","TGO","Togo","TGO","Centre","TG",,8.5570021,0.9849965,21054,21054,0,7,7,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Africa/Lome",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,"Q1120978",421191659,0,"Sotouboua",,,"Sotouboua","Sotouboua",,"索圖布阿",,,,,,,,,,,,,,,,1159112735
"8",10,1,7,"Admin-1 capital","Medenine",,,"Medenine",0,,0,0,"Tunisia","TUN","Tunisia","TUN","MUdenine","TN",,33.399999,10.4166996,61705,61705,0,8,8,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.1,"Q846653",1141905989,0,"Medenine","Medenine","Médenine","Médenine","Médenine","Меденин","梅德寧",,,,,,,,,,,,,,,,1159112749
"9",10,1,7,"Admin-1 capital","Kebili",,,"Kebili",0,,0,0,"Tunisia","TUN","Tunisia","TUN","Kebili","TN",,33.689997,8.9710025,19875,19875,0,6,6,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Africa/Tunis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,"Q27157",421201981,0,"Kebili","Kebili",,"Kébili","Kebili",,"吉比利",,,,,,,,,,,,,,,,1159112765
"10",10,1,7,"Admin-1 capital","Tataouine",,,"Tataouine",0,,0,0,"Tunisia","TUN","Tunisia","TUN","Tataouine","TN",,33.0000032,10.4667036,62577,62577,0,8,8,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Africa/Tunis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,"Q817149",421178871,0,"Tataouine","Tataouine",,"Tataouine","Tataouine","Татавин","泰塔溫",,,,,,,,,,,,,,,,1159112779
"11",10,1,7,"Admin-1 capital","L'Ariana",,,"L'Ariana",0,,0,0,"Tunisia","TUN","Tunisia","TUN","Manubah","TN",,36.8666732,10.1999975,97687,97687,0,8,8,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,"Q627487",1141905991,0,"Aryanah","Ariana","Ariana","Ariana","Ariana","Арьяна","艾尔亚奈",,,,,,,,,,,,,,,,1159112795
"12",10,1,7,"Admin-1 capital","Jendouba",,,"Jendouba",0,,0,0,"Tunisia","TUN","Tunisia","TUN","Jendouba","TN",,36.5000041,8.7499986,51408,51408,0,8,8,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Africa/Tunis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,"Q27064",1141905993,0,"Jendouba","Jendouba",,"Jendouba","Jendouba","Джендуба","堅杜拜",,,,,,,,,,,,,,,,1159112811
"13",10,1,7,"Admin-1 capital","Kasserine",,,"Kasserine",0,,0,0,"Tunisia","TUN","Tunisia","TUN","Kasssrine","TN",,35.2167031,8.7166985,76243,76243,0,8,8,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,"Q852735",1141905995,0,"Kasserine","Kasserine",,"Kasserine","Kasserine",,"卡塞林",,,,,,,,,,,,,,,,1159112827
"14",10,1,7,"Admin-1 capital","Sdid Bouzid",,,"Sdid Bouzid",0,,0,0,"Tunisia","TUN","Tunisia","TUN","Sidi Bou Zid","TN",,35.0166961,9.5000045,42098,42098,0,7,7,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Africa/Tunis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,"Q692716",421169019,0,"Sidi Bouzid","Sidi Bouzid","Sidi Bouzid","Sidi Bouzid","Sidi Bouzid","Сиди-Бузид","西迪布濟德",,,,,,,,,,,,,,,,1159112843
"15",10,1,7,"Admin-1 capital","Siliana",,,"Siliana",0,,0,0,"Tunisia","TUN","Tunisia","TUN","Siliana","TN",,36.0833041,9.3833016,26960,26960,0,7,7,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Africa/Tunis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,"Q27216",421169017,0,"Siliana","Siliana",,"Siliana","Siliana",,"錫勒亞奈",,,,,,,,,,,,,,,,1159112859
"16",10,1,7,"Admin-1 capital","Mahdia",,,"Mahdia",0,,0,0,"Tunisia","TUN","Tunisia","TUN","Mahdia","TN",,35.483913,11.0408766,45977,45977,0,7,7,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,"Q466054",1141905997,0,"Mahdia","Mahdia","Mahdia","Mahdia","Mahdia","Махдия","马赫迪耶",,,,,,,,,,,,,,,,1159112873
"17",10,1,7,"Admin-1 capital","Monastir",,,"Monastir",0,,0,0,"Tunisia","TUN","Tunisia","TUN","Monastir","TN",,35.7307021,10.7672946,71546,41400,0,8,7,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,"Q208715",1141905999,0,"Monastir","Monastir","Monastir","Monastir","Monastir","Монастир","莫纳斯提尔",,,,,,,,,,,,,,,,1159112893
"18",10,1,7,"Admin-1 capital","Zaghouan",,,"Zaghouan",0,,0,0,"Tunisia","TUN","Tunisia","TUN","Zaghouan","TN",,36.3999962,10.1469966,16911,16911,0,6,6,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Africa/Tunis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,"Q12912434",421187053,0,"Zaghouan","Zaghouan","Zaghouan","Zaghouan","Zaghouan",,"宰格萬",,,,,,,,,,,,,,,,1159112913
"19",10,1,5,"Admin-1 capital","Tây Ninh",,,"Tay Ninh",0,,0,0,"Vietnam","VNM","Vietnam","VNM","Tây Ninh","VN",,11.3229991,106.1469997,126370,126370,0,9,9,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Asia/Ho_Chi_Minh",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,"Q130391",890441781,0,"Tây Ninh","Tây Ninh","Tay Ninh","Tây Ninh","Tay Ninh","Тэйнинь","西寧",,,,,,,,,,,,,,,,1159112935
"20",10,1,5,"Admin-1 capital","Luan Chau",,,"Luan Chau",0,,0,0,"Vietnam","VNM","Vietnam","VNM","Vi?n Bi","VN",,21.740004,103.3430047,7335,7335,0,5,5,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,,1141906001,0,,,,,,,,,,,,,,,,,,,,,,,1159112955
"21",10,1,5,"Admin-1 capital","Bắc Kạn",,,"Bac Kan",0,,0,0,"Vietnam","VNM","Vietnam","VNM","Ðông B?c","VN",,22.1333333,105.8333333,29227,29227,0,7,7,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Asia/Ho_Chi_Minh",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,"Q75700",890431205,0,"Bắc Kạn",,,,"Bac Kan","Баккан","北𣴓",,,,,,,,,,,,,,,,1159112975
"22",10,1,5,"Admin-1 capital","Lạng Sơn",,,"Lang Son",0,,0,0,"Vietnam","VNM","Vietnam","VNM","L?ng Son","VN",,21.8459971,106.7570016,148000,148000,0,9,9,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Asia/Ho_Chi_Minh",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,"Q33383",421168903,0,"Lạng Sơn","Lạng Sơn","Lang Son","Lạng Sơn","Lang Son","Лангшон","谅山",,,,,,,,,,,,,,,,1159112987
"23",10,1,5,"Admin-1 capital","Sơn La",,,"Son La",0,,0,0,"Vietnam","VNM","Vietnam","VNM","Son La","VN",,21.3280021,103.9100047,19054,19054,0,6,6,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Asia/Ho_Chi_Minh",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,"Q33415",890435359,0,"Sơn La","Sơn La","Sơn La","Sơn La","Sơn La","Шонла","山羅",,,,,,,,,,,,,,,,1159113001
"24",10,1,5,"Admin-1 capital","Tuyên Quang",,,"Tuyen Quang",0,,0,0,"Vietnam","VNM","Vietnam","VNM","Tuyên Quang","VN",,21.8179981,105.2109996,36430,36430,0,7,7,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Asia/Ho_Chi_Minh",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,"Q33389",890438559,0,"Tuyên Quang","Tuyen Quang","Tuyên Quang","Tuyên Quang","Tuyen Quang","Туенкуанг","宣光",,,,,,,,,,,,,,,,1159113019
"25",10,1,5,"Admin-1 capital","Yên Bái",,,"Yen Bai",0,,0,0,"Vietnam","VNM","Vietnam","VNM","Yên Bái","VN",,21.705003,104.8750026,96540,96540,0,8,8,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Asia/Ho_Chi_Minh",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,"Q26019",421203841,0,"Yên Bái","Yên Bái","Yên Bái","Yên Bái","Yen Bai","Йенбай","安沛",,,,,,,,,,,,,,,,1159113041
"26",10,1,5,"Admin-1 capital","Hai Duong",,,"Hai Duong",0,,0,0,"Vietnam","VNM","Vietnam","VNM","H?i Duong","VN",,20.9420011,106.3310046,58030,58030,0,8,8,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Asia/Ho_Chi_Minh",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,"Q36354",421197241,0,"Hà Tĩnh","Hải Dương",,"Hai Duong",,"Хайзыонг","海陽",,,,,,,,,,,,,,,,1159113057
"27",10,1,5,"Admin-1 capital","Thái Bình",,,"Thai Binh",0,,0,0,"Vietnam","VNM","Vietnam","VNM","ThMi Bmnh","VN",,20.4503041,106.3330296,210000,210000,0,10,10,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,"Q36497",1141906003,0,"Thái Bình",,"Thái Bình","Thái Bình","Thái Bình","Тхайбинь","太平",,,,,,,,,,,,,,,,1159113073
"28",10,1,5,"Admin-1 capital","Tuy Hòa",,,"Tuy Hoa",0,,0,0,"Vietnam","VNM","Vietnam","VNM","Phú Yên","VN",,13.082004,109.3159987,69596,69596,0,8,8,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Asia/Ho_Chi_Minh",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,"Q35747",890443889,0,"Tuy Hòa","Tuy Hòa","Tuy Hòa","Tuy Hòa","Tuy Hoa","Туихоа","綏和",,,,,,,,,,,,,,,,1159113089
"29",10,1,5,"Admin-1 capital","Thu Dau Mot",,,"Thu Dau Mot",0,,0,0,"Vietnam","VNM","Vietnam","VNM","Bình Duong","VN",,10.9690741,106.6527455,244277,244277,0,10,10,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Asia/Ho_Chi_Minh",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,"Q524553",890433751,0,"Thu Dau Mot","Thủ Dầu Một",,"Thủ Dầu Một",,"Тхузаумот","土龍木",,,,,,,,,,,,,,,,1159113099
"30",10,1,5,"Admin-1 capital","Đông Hà",,,"Dong Ha",0,,0,0,"Vietnam","VNM","Vietnam","VNM","Qu?ng Tr?","VN",,16.8499981,107.1333007,17662,17662,0,6,6,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Asia/Ho_Chi_Minh",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,"Q33343",1141906007,0,"Đông Hà","Đông Hà","Đông Hà","Dông Hà","Đông Hà","Донгха","东河镇",,,,,,,,,,,,,,,,1159113119
"31",10,1,5,"Admin-1 capital","Cao Lãnh",,,"Cao Lanh",0,,0,0,"Vietnam","VNM","Vietnam","VNM","Ð?ng Tháp","VN",,10.4670001,105.6359976,149837,149837,0,9,9,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Asia/Ho_Chi_Minh",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,"Q35656",890437801,0,"Cao Lãnh",,,"Cao Lãnh",,"Каолань","高領",,,,,,,,,,,,,,,,1159113135
"32",10,1,5,"Admin-1 capital","Truc Giang",,,"Truc Giang",0,,0,0,"Vietnam","VNM","Vietnam","VNM","B?n Tre","VN",,10.234998,106.3749966,59442,59442,0,8,8,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Asia/Ho_Chi_Minh",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,"Q36635",421176031,0,"Bến Tre","Bến Tre","Ben Tre","Bến Tre","Ben Tre","Бенче","檳椥",,,,,,,,,,,,,,,,1159113149
"33",10,1,5,"Admin-1 capital","Tra Vinh",,,"Tra Vinh",0,,0,0,"Vietnam","VNM","Vietnam","VNM","TrM Vinh","VN",,9.9340021,106.3340017,131360,131360,0,9,9,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,"Q36136",1141906009,0,"Trà Vinh",,"Tra Vinh","Trà Vinh","Tra Vinh","Чавинь","茶榮",,,,,,,,,,,,,,,,1159113161
"34",10,1,5,"Admin-1 capital","Vĩnh Long",,,"Vinh Long",0,,0,0,"Vietnam","VNM","Vietnam","VNM","Vinh Long","VN",,10.256004,105.9640026,103314,103314,0,9,9,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Asia/Ho_Chi_Minh",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,"Q34789",421181439,0,"Vĩnh Long","Vĩnh Long","Vĩnh Long","Vinh Long","Vinh Long","Виньлонг","永隆",,,,,,,,,,,,,,,,1159113175
"35",10,1,5,"Admin-1 capital","Cao Bằng",,,"Cao Bang",0,,0,0,"Vietnam","VNM","Vietnam","VNM","Cao B?ng","VN",,22.6639981,106.2680046,41112,41112,0,7,7,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Asia/Ho_Chi_Minh",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,"Q1034096",421167909,0,"Cao Bằng","Cao Bằng","Cao Bằng",,"Cao Bằng","Каобанг","高平",,,,,,,,,,,,,,,,1159113189
"36",10,1,8,"Admin-1 capital","Yoro",,,"Yoro",0,,0,0,"Honduras","HND","Honduras","HND","Yoro","HN",,15.0599971,-87.2900005,15774,15774,0,6,6,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"America/Tegucigalpa",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,"Q2561180",890442107,0,"Yoro",,"Yoro","Yoro","Yoro","Йоро","約羅",,,,,,,,,,,,,,,,1159113205
"37",10,1,8,"Admin-1 capital","La Esperanza",,,"La Esperanza",0,,0,0,"Honduras","HND","Honduras","HND","Intibucá","HN",,14.3330041,-88.1666995,5318,5318,0,5,5,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"America/Tegucigalpa",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,"Q2561304",421177187,0,"La Esperanza",,"La Esperanza","La Esperanza","La Esperanza","Ла-Эсперанса","拉埃斯佩蘭薩",,,,,,,,,,,,,,,,1159113221
"38",10,1,8,"Admin-1 capital","La Paz",,,"La Paz",0,,0,0,"Honduras","HND","Honduras","HND","La Paz","HN",,14.319999,-87.6840026,17555,17555,0,6,6,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"America/Tegucigalpa",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,"Q2283725",421201309,0,"La Paz","La Paz","La Paz","La Paz","La Paz","Ла-Пас","拉巴斯",,,,,,,,,,,,,,,,1159113237
"39",10,1,8,"Admin-1 capital","Santa Bárbara",,,"Santa Barbara",0,,0,0,"Honduras","HND","Honduras","HND","Santa Bárbara","HN",,14.919003,-88.2359996,15119,15119,0,6,6,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"America/Tegucigalpa",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,"Q2283714",421172759,0,"Santa Bárbara",,"Santa Bárbara","Santa Bárbara","Santa Bárbara","Санта-Барбара","聖巴巴拉",,,,,,,,,,,,,,,,1159113253
"40",10,1,8,"Admin-1 capital","Gracias",,,"Gracias",0,,0,0,"Honduras","HND","Honduras","HND","Lempira","HN",,14.5833031,-88.5833005,7909,7909,0,5,5,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"America/Tegucigalpa",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,"Q2561339",1141906011,0,"Gracias",,"Gracias","Gracias","Gracias","Грасиас","格拉西亞斯",,,,,,,,,,,,,,,,1159113269
"41",10,1,8,"Admin-1 capital","Nueva Ocotepeque",,,"Nueva Ocotepeque",0,,0,0,"Honduras","HND","Honduras","HND","Ocotepeque","HN",,14.4369991,-89.1819985,8780,8780,0,5,5,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"America/Tegucigalpa",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,"Q3307235",421201739,0,"Nueva Ocotepeque",,"Nueva Ocotepeque","Nueva Ocotepeque","Nueva Ocotepeque","Нуэва Окотепеке","新奧科特佩克",,,,,,,,,,,,,,,,1159113283
"42",10,1,8,"Admin-1 capital","Yuscarán",,,"Yuscaran",0,,0,0,"Honduras","HND","Honduras","HND","El Paraíso","HN",,13.943997,-86.8509985,2371,2371,0,4,4,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"America/Tegucigalpa",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,"Q1729098",1141906013,0,"Yuscarán","Yuscarán","Yuscarán","Yuscarán","Yuscarán","Юскаран","尤斯卡蘭",,,,,,,,,,,,,,,,1159113299
"43",10,1,8,"Admin-1 capital","Jérémie",,,"Jeremie",0,,0,0,"Haiti","HTI","Haiti","HTI","Grand'Anse","HT",,18.6339347,-74.1184253,30917,30917,0,7,7,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"America/Port-au-Prince",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,"Q986301",421201191,0,"Jérémie","Jérémie","Jérémie","Jérémie","Jeremias","Жереми","熱雷米",,,,,,,,,,,,,,,,1159113315
"44",10,1,8,"Admin-1 capital","Port-De-Paix",,,"Port-De-Paix",0,,0,0,"Haiti","HTI","Haiti","HTI","Nord-Ouest","HT",,19.9317601,-72.8294845,34657,34657,0,7,7,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"America/Port-au-Prince",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,"Q951602",890445109,0,"Port-de-Paix","Port-de-Paix","Port-de-Paix","Port-de-Paix","Porto-da-Paz","Пор-де-Пе","和平港",,,,,,,,,,,,,,,,1159113331
"45",10,1,8,"Admin-1 capital","Hinche",,,"Hinche",0,,0,0,"Haiti","HTI","Haiti","HTI","Centre","HT",,19.1430001,-72.0039956,18590,18590,0,6,6,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"America/Port-au-Prince",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,"Q993851",890445093,0,"Hinche","Hinche","Hincha","Hinche","Hinche","Энш","安什",,,,,,,,,,,,,,,,1159113347
"46",10,1,8,"Admin-1 capital","Fort-Liberté",,,"Fort-Liberte",0,,0,0,"Haiti","HTI","Haiti","HTI","Nord-Est","HT",,19.665567,-71.8448395,11465,11465,0,6,6,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"America/Port-au-Prince",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,"Q983788",421194351,0,"Fort-Liberté","Fort-Liberté","Fort-Liberté","Fort-Liberté","Forte Liberdade","Фор-Либерте","利贝泰堡",,,,,,,,,,,,,,,,1159113361
"47",10,1,8,"Admin-1 capital","Jacmel",,,"Jacmel",0,,0,0,"Haiti","HTI","Haiti","HTI","Sud-Est","HT",,18.234999,-72.5370026,33563,33563,0,7,7,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"America/Port-au-Prince",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,"Q923362",890445091,0,"Jacmel","Jacmel","Jacmel","Jacmel","Jacmel","Жакмель","雅克梅勒",,,,,,,,,,,,,,,,1159113371
"48",10,1,5,"Admin-1 capital","Kırklareli",,,"Kirklareli",0,,0,0,"Turkey","TUR","Turkey","TUR","Kirklareli","TR",,41.7429992,27.2259996,58223,58223,0,8,8,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Europe/Istanbul",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,"Q206903",101911155,0,"Kırklareli","Kırklareli","Kırklareli","Kırklareli","Kırklareli","Кыркларели","克爾克拉雷利",,,,,,,,,,,,,,,,1159113387
